Codigo_new,Comentarios_ES,category_id,length_split,length_letters,CleanComment
INSTALACIONES,Poner una fuente con agua,3,5,25,pon fuent agu
INSTALACIONES,no tenemos ni lugar para sentarse,3,6,33,lug sent
INSTALACIONES,sala de espera,3,3,14,sal esper
INSTALACIONES,Poner wifi,3,2,10,pon wifi
INSTALACIONES,pero salas de atención,3,4,22,sal atencion
INSTALACIONES,mejores máquinas.,3,2,17,mejor maquin
INSTALACIONES,sala de Spero,3,3,13,sal sper
INSTALACIONES,sala de espera,3,3,14,sal esper
INSTALACIONES,en la cafetería en general,3,5,26,cafet general
INSTALACIONES,en consultas esternas,3,3,21,consult estern
INSTALACIONES,distribución del espacio,3,3,24,distribu espaci
INSTALACIONES,se espacio de la barra,3,5,22,espaci barr
INSTALACIONES,cambiar revistas!,3,2,17,cambi revist
INSTALACIONES,equipos mas modernos de rx,3,5,26,equip mas modern rx
INSTALACIONES,sala de espera,3,3,14,sal esper
INSTALACIONES,en mas tecnología,3,3,17,mas tecnolog
LIMPIEZA,En la limpieza mucho,4,4,20,limpiez
LIMPIEZA,en la nateja y la comodidad de los asientos,4,9,43,natej comod asient
LIMPIEZA,Servicio de limpieza,4,3,20,servici limpiez
LIMPIEZA,en la limpieza del suelo y de las salas y baños. se muy Necesario por favor. gracias !!,4,18,87,limpiez sol sal ban necesari favor graci
LIMPIEZA,la limpieza de la sala,4,5,22,limpiez sal
LIMPIEZA,mes periodicidad en la limpieza de los lavabos,4,8,46,mes period limpiez lavab
LIMPIEZA,colocar cambiadores de bebes en el baño,4,7,39,coloc cambiador beb ban
LIMPIEZA,la nateja,4,2,9,natej
LIMPIEZA,en los lavabos que están muy sucios😢👿,4,7,37,lavab suci
LIMPIEZA,la planta y y los banos,4,6,23,plant ban
LIMPIEZA,"las pezuñas Huelén fatal, pero limpieza",4,6,39,pezun huelen fatal limpiez
LIMPIEZA,tener mas limpios los🚾,4,4,22,ten mas limpi
LIMPIEZA,los adadus mes netos,4,4,20,adadus mes net
LIMPIEZA,un hospital deberia estar mas limpio ...,4,7,40,hospital deberi mas limpi    
LIMPIEZA,linpieza,4,1,8,linpiez
LIMPIEZA,Limpiar pero,4,2,12,limpi
LIMPIEZA,el olor de las salas,4,5,20,olor sal
LIMPIEZA,limpieza del abitacio la basura no se lanzan aunque la bolsa esté llena,4,13,71,limpiez abitaci basur lanz aunqu bols llen
LIMPIEZA,los aseos,4,2,9,ase
LIMPIEZA,Cuarto de baño fatal,4,4,20,cuart ban fatal
LIMPIEZA,En la limpieza,4,3,14,limpiez
LIMPIEZA,la nateja,4,2,9,natej
LIMPIEZA,la limpiesa,4,2,11,limpies
LIMPIEZA,enla tercera planta la igiene no es mi buena usan las espongas de una bez para otra sin tirarlas,4,19,96,enla tercer plant igien buen usar espong bez tir
LIMPIEZA,no han limpiado bien,4,4,20,limpi bien
LIMPIEZA,enla tercera planta la igiene no es mi buena usan las espongas de una bez para otra sin tirarlas,4,19,96,enla tercer plant igien buen usar espong bez tir
LIMPIEZA,pero puntos de higienizacion de manos,4,6,37,punt higienizacion man
LIMPIEZA,"la limpieza y el, información al paciente",4,7,41,limpiez inform pacient
LIMPIEZA,las chuches Deberían de estar menos duras y podrias Poner guantes de plastco para las chuches. Se más práctico,4,19,110,chuch deb men dur podri pon guant plastc chuch practic
LIMPIEZA,"Reparando los baños, que están estropeados desde el primer día y aun sean.",4,13,74,repar ban estrop    dia aun ser
LIMPIEZA,los aseos,4,2,9,ase
LIMPIEZA,la limpieza de los lavabos,4,5,26,limpiez lavab
LIMPIEZA,linpiar pero los dientes,4,4,24,linpi dient
LIMPIEZA,la limpieza de los baños,4,5,24,limpiez ban
LIMPIEZA,"Muchas guertas dan los medicos y celadores ,,, los asientos de la sala espera muy sucios",4,16,88,guert dar medic celador asient sal esper suci
LIMPIEZA,los baños,4,2,9,ban
LIMPIEZA,la limpieza,4,2,11,limpiez
LIMPIEZA,los baños,4,2,9,ban
LIMPIEZA,poco limpia,4,2,11,limpi
LIMPIEZA,los baños,4,2,9,ban
LIMPIEZA,en la Netjer,4,3,12,netj
LIMPIEZA,limpieza,4,1,8,limpiez
LIMPIEZA,la limpieza,4,2,11,limpiez
LIMPIEZA,que la clínica no haga tanto olor a dentista,4,9,44,clinic hac olor dentist
LIMPIEZA,todo menos la limpieza,4,4,22,men limpiez
LIMPIEZA,gracias pero limpieza y mobiliario,4,5,34,graci limpiez mobiliari
LIMPIEZA,Me parece un poco deficiente la limpieza de aseos,4,9,49,parec deficient limpiez ase
LIMPIEZA,"la limpieza bastante, asientos",4,4,30,limpiez bastant asient
LIMPIEZA,no está limpio,4,3,14,limpi
LIMPIEZA,me guta al ser posble que los aseos Fuess reparados y con mas igiene miedo que sinceramente Dejan mucho que desear .Sobre todo la parte de rehabilitación están en un estado que se imposbe de entrar.,4,36,198,gut ser posbl ase fuess repar mas igien mied sincer dej des  sobr part rehabilit imposb entrar
LIMPIEZA,en el olor del restaurante,4,5,26,olor restaur
LIMPIEZA,nateja,4,1,6,natej
LIMPIEZA,limpieza,4,1,8,limpiez
LIMPIEZA,la limpieza y confirmar horario en que pasa el médico.,4,10,54,limpiez confirm horari pas medic
LIMPIEZA,limpieza,4,1,8,limpiez
LIMPIEZA,podeis Limpiar mejor los baños,4,5,30,podeis limpi mejor ban
LIMPIEZA,limpieza,4,1,8,limpiez
LIMPIEZA,"hay seis aseos en la U nidad 3B con 12 grifos, solo dos grifos funcionan la limpieza ha mjorado, pero pocas sillas en la cafetería .E! Servicio de cafetería impecable",4,30,166,seis ase u nid  b    grif sol do grif funcion limpiez mjor sill cafet  e servici cafet impec
LIMPIEZA,sobre todo en el tema de limpieza,4,7,33,tem limpiez
LIMPIEZA,suelos Unos puercos. un besito en el siempre sucio,4,9,50,suel puerc besit siempr suci
LIMPIEZA,la Calidad de la comida es Exel pero se puede mejorar la nateja,4,13,63,calid com exel pod mejor natej
LIMPIEZA,nateja,4,1,6,natej
LIMPIEZA,limpieza,4,1,8,limpiez
LIMPIEZA,limpieza,4,1,8,limpiez
LIMPIEZA,que no se caigan los bocadillos minis al suelo gracias,4,10,54,caer bocadill minis sol graci
LIMPIEZA,un poco mas de igiene en las instalaciones de sala de espera,4,12,60,mas igien instal sal esper
LIMPIEZA,el come atendera tardía mucho la nateja esta bastan bruto,4,10,57,com atender tardi natej bast brut
LIMPIEZA,limpieza y ropa,4,3,15,limpiez rop
LIMPIEZA,olor,4,1,4,olor
LIMPIEZA,la limpieza cuando estás len,4,5,28,limpiez len
LIMPIEZA,que en el baño nos como la,4,7,26,ban
LIMPIEZA,la natega los lavabos y que tarde mucho para la visita,4,11,54,nateg lavab tard visit
LIMPIEZA,orden no limpia,4,3,15,orden limpi
LIMPIEZA,me gustaris q mejoraseis todo esto esta muy sucio enhorabuena,4,10,61,gustaris q mejor suci enhorabuen
LIMPIEZA,pero limpio todo,4,3,16,limpi
LIMPIEZA,en ningun de los casos solo en el olor de la pintura,4,12,52,ningun cas sol olor pintur
LIMPIEZA,olor,4,1,4,olor
LIMPIEZA,En que la sala del cine esté más limpia para el suelo,4,12,53,sal cin limpi sol
LIMPIEZA,los dientes siempre Limpia y me ha gustado mucho Ariadna,4,10,56,dient siempr limpi gust ariadn
LIMPIEZA,limpieza espacio para preparar café por empotar cuasi menos llargas,4,10,67,limpiez espaci prepar caf empot cuasi men llarg
LIMPIEZA,baños,4,1,5,ban
LIMPIEZA,Limpiar el suelo,4,3,16,limpi sol
LIMPIEZA,pero limpio todo,4,3,16,limpi
LIMPIEZA,espacio y la limpieza,4,4,21,espaci limpiez
LIMPIEZA,dos horas para Limpiar un portacar una verguenza,4,8,48,do hor limpi portac verguenz
LIMPIEZA,"la limpieza de los vanos, las esperas hay gente que liebre una hora",4,13,67,limpiez van esper gent liebr hor
LIMPIEZA,limpieza,4,1,8,limpiez
LIMPIEZA,la sala no estaba limpia,4,5,24,sal limpi
LIMPIEZA,MEJOR higiene,4,2,13,mejor higien
LIMPIEZA,limpieza,4,1,8,limpiez
LIMPIEZA,"Revisar si hay papel higienico en baños, toallas limpias.....a lo largo del dia Explicacion sin prisas a  la familia...del estado del paciente    ñ",4,23,147,revis si papel higien ban toall limpi larg dia explicacion pris famili pacient n
LIMPIEZA,falta Limpiar,4,2,13,falt limpi
LIMPIEZA,el papel del lavabo,4,4,19,papel lavab
LIMPIEZA,limpieza,4,1,8,limpiez
LIMPIEZA,Poner basos en el baño para Labar los dientes,4,9,45,pon bas ban lab dient
LIMPIEZA,"Mejorada la limpieza, la distribución de los Espacios y la intimidad.",4,11,69,mejor limpiez distribu espaci intimid
LIMPIEZA,Limpiar el suelo !!!,4,4,20,limpi sol
LIMPIEZA,el olor,4,2,7,olor
LIMPIEZA,😟💩teneis que mejor los baños,4,5,28,  mejor ban
LIMPIEZA,el baño,4,2,7,ban
LIMPIEZA,"las sillas pero comodas, los bocadillos que no esten duros y la limpieza",4,13,72,sill comod bocadill esten dur limpiez
LIMPIEZA,pero Haces limpiesa,4,3,19,haz limpies
LIMPIEZA,tenerlo pero limpio,4,3,19,ten limpi
LIMPIEZA,en la netexa los inodoros,4,5,25,netex inodor
LIMPIEZA,la nateja ...,4,3,13,natej    
LIMPIEZA,asientos muy sucios,4,3,19,asient suci
LIMPIEZA,no hay jabon en los baños y con tanta gripe,4,10,43,jabon ban grip
LIMPIEZA,limpio,4,1,6,limpi
LIMPIEZA,limpieza mes la sala,4,4,20,limpiez mes sal
LIMPIEZA,el baño,4,2,7,ban
LIMPIEZA,la limpieza se pobre,4,4,20,limpiez pobr
LIMPIEZA,la limpieza en los baños,4,5,24,limpiez ban
NIÑOS,Que dejan pasar a los niños a beber a nuestros familiares,5,11,57,dej pas nin beb famili
NIÑOS,una sala de jugos para Los pequeños pero cro que hay,5,11,52,sal jug pequen cro
NIÑOS,Ponga peliculas de terror de vampiros es más emocionante,5,9,56,pon pelicul terror vampir emocion
NIÑOS,agregame en PS4 me llamo misetrlovo (con v),5,8,43,agregam ps  llam misetrlov v
NIÑOS,que los niños tengan en el hospital libros infantiles,5,9,53,nin hospital libr infantil
NIÑOS,que deje entar a menores en la sala de ovservacion o q se quedan búsqueda de sobre familiares,5,18,93,dej entar menor sal ovservacion q qued busqued famili
NIÑOS,"que pongan mas juguetes para los niños que vengan, gracias",5,10,58,pon mas juguet nin ven graci
NIÑOS,mes salas de juego,5,4,18,mes sal jug
NIÑOS,pero juguetes,5,2,13,juguet
NIÑOS,pero cosas para niños,5,4,21,cos nin
NIÑOS,explicar para niños y niñas menor de 18 años para que sirve o porque se nececita más adaptado,5,18,93,explic nin nin menor    ano serv nececit adapt
NIÑOS,en poner mas dibujos para colorear pero bonitos,5,8,47,pon mas dibuj color bonit
NIÑOS,juegos mesa niños,5,3,17,jueg mes nin
NIÑOS,que Dejen entrar a niños en sala de embarazadas,5,9,47,dej entrar nin sal embaraz
NIÑOS,debeis de poner videojuegos en la sala de estar,5,9,47,debeis pon videojueg sal
NIÑOS,quiero que Dejen meter niños a las salas,5,8,40,quer dej met nin sal
NIÑOS,Dejar a los muñecos echar agua y ser mimosos con ellos.Neno el as echo muy bien!,5,16,80,dej munec echar agu ser mimos ellos nen as echar bien
NIÑOS,sala de juegos,5,3,14,sal jueg
NIÑOS,juegos para los niños chulos por favor 🐶🐶🐶🐶,5,8,43,jueg nin chul favor  
NIÑOS,sala de play,5,3,12,sal play
NIÑOS,jugar al fortnite,5,3,17,jug fortnit
NIÑOS,plaixtixon pro,5,2,14,plaixtixon pro
NIÑOS,Que den caramelos o bombones a losbniños siempre,5,8,48,dar caramel bombon losbnin siempr
NIÑOS,Que pongan juguetes nuevos para mis hijos.🐒💘,5,7,44,pon juguet nuev hij
NIÑOS,que pongais habitaciones con PS4 ordenador etc ....,5,8,51,pongais habit ps  orden etceter     
NIÑOS,en la puntuazion del juego brawl stars,5,7,38,puntuazion jug brawl star
NIÑOS,en la tele ay cosas aburridas yo quiero dora la exploradora o Ladybug,5,13,69,tel ay cos aburr quer dor explor ladybug
NIÑOS,que nos den una chuche despues de rojo los ojos a los niños,5,13,59,dar chuch despu roj ojo nin
NIÑOS,poner un chiquipark,5,3,19,pon chiquipark
NIÑOS,pero juego para entretenerse Cuando te ingresan ads,5,8,51,jug entreten ingres ads
NIÑOS,en poner una tele para niños que tienes un poco de miedo,5,12,56,pon tel nin mied
NIÑOS,juguetes para niños y niñas,5,5,27,juguet nin nin
NIÑOS,que solo hay un niño y no el atienden y Llevamos desde las ocho y son las once de la noche y solo esta el de niño y cuatro personas vergonzoso,5,31,142,sol nin atend llev ocho once noch sol nin cuatr person vergonz
NIÑOS,juegos,5,1,6,jueg
NIÑOS,"consola, psp en la sala de espera",5,7,33,consol psp sal esper
NIÑOS,pero juguetes por favor,5,4,23,juguet favor
NIÑOS,juegos para los niños y una WCF,5,7,31,jueg nin wcf
NIÑOS,tratar mejores los niños y niñas,5,6,32,trat mejor nin nin
NIÑOS,juegos para los niños por favor,5,6,31,jueg nin favor
NIÑOS,juegos para los niños y una WCF,5,7,31,jueg nin wcf
NIÑOS,Si tener dibujos en la mesa,5,6,27,si ten dibuj mes
NIÑOS,wii play en la sala de espera,5,7,29,wii play sal esper
NIÑOS,EN PONER MAS DIBUJOS,5,4,20,pon mas dibuj
NIÑOS,Queremos pero juguetes😎😎,5,3,24,quer juguet
NIÑOS,Falta papel para dibujar,5,4,24,falt papel dibuj
NIÑOS,me gustaría que Jaguar mas juegos,5,6,33,gust jagu mas jueg
NIÑOS,videojuegos,5,1,11,videojueg
NIÑOS,juegos,5,1,6,jueg
NIÑOS,juegos,5,1,6,jueg
NIÑOS,tener mas dibujos para colorear,5,5,31,ten mas dibuj color
NIÑOS,"deberiais Poner estos aparatos alejados de los niños, pues esta valoracion la hizó un niño jugando con las caritas",5,19,114,deberiais pon aparat alej nin pues valoracion hiz nin jug carit
NIÑOS,jostailu gehiago egotea,5,3,23,jostailu gehiag egote
NIÑOS,la sala de espera que hubiese plays,5,7,35,sal esper plays
NIÑOS,Poner PS4,5,2,9,pon ps 
NIÑOS,Poner una PS4 y una sala de juegos,5,8,34,pon ps  sal jueg
PERSONAL,s ha m ha hablado muy mal por no saber el funcionamiento. culpa mía era no haber leído un lletrro? primera y ultima experiencia. cambre mayor con gafas. falta de hospitalidad. trato irrespetuoso,6,33,194,segund metr habl mal sab funcion culp hab leer lletrr primer ultim experient cambr mayor gaf falt hospital trat irrespetu
PERSONAL,enlatercea Tienen que mejor las ausilio la linpieza de Los enfermos no lavarlos siempre con la MISMA esponjas ustedes dicen de usar y tirargr gracias,6,25,149,enlaterce mejor ausili linpiez enferm lav siempr mism esponj dec usar tirargr graci
PERSONAL,"en todo, el personal de enfermería se Demasiado borde, cero empatía y poca educación, y el personal de limpieza muy marrano, menos mal que son de limpieza eh ...",6,29,161,personal enferm demasi bord cer empat educ personal limpiez marran men mal limpiez eh    
PERSONAL,aclarar el motivo de la visita o prueba en el documento de citacion,6,13,67,aclar motiv visit prob document citacion
PERSONAL,en la DIRECCION DEL CENTRO.PARA QUE se vayan O EMPIECEN A SER conocedor DE LO QUE realmente SE HACE en el centro.vamos que se lleve y conozcan lo que se Hace.,6,31,158,direccion centro p ir empez ser conocedor realment hac centro v llev conoc hac
PERSONAL,"se necesita mas personal, y que las habitaciones en donde están losnpacites Sean mas Anchas. Para que el celador Puedo Sacar ls camas. y mas personal de celsdores.",6,28,163,necesit mas personal habit losnpacit mas ancho celador pod sac ls cam mas personal celsdor
PERSONAL,parecia que vienen a la hora del cafe ... viene de a urgencias las aux y enfermeras ..sobre todo se molestan simpreguntas despues de llsver 5horas aquí sin saber nada,6,30,166,pareci ven hor caf     ven urgenci aux enfermer    molest simpregunt despu llsver  hor aqu sab
PERSONAL,q las enfermeras a veces Sean mas amables aunq tengan prisaaaa,6,11,62,q enfermer vez mas amabl aunq prisaaa
PERSONAL,magrade mucho el dentista pero las flores podrían ser de mentira,6,11,64,magrad dentist flor pod ser mentir
PERSONAL,"las hijas de Ursula Belmonte Arcas queremos agradecer la atención dispensada a nuestra madre, a pesar de su avançafa edad y estado cognitivo. La mejora pedida es la continuidad de la profesionalidad.",6,32,199,hij ursul belmont arca quer agradec atencion dispens madr pes avancaf edad cognit mejor ped continu profesional
PERSONAL,Demasiado trabajo del personal administrativo. no paran.gracias,6,7,63,demasi trabaj personal administr paran graci
PERSONAL,administrativas MUY MAL educadas. Atendiendo contestanas Whatsapp!,6,7,66,administr mal educ atend contestan whatsapp
PERSONAL,Nuestro sincero Agradecimiento a la dra Ainize Ibarzabal miedo super excelente trato durant los 6 años de tratamiento.tanto profesional como personal .muchas gracias de jesus panadero y familia,6,28,193,sincer agradec dra ainiz ibarzabal mied sup excelent trat durant   ano tratamiento tant profesional personal  much graci jesus panader famili
PERSONAL,Enfermeros y medicos no dan ningún tipo de explicación. los Enfermeros pinchan insulina sin guantes. La vía sin tapon Dando Lugar a Merkel de infección nosocomial ......,6,27,169,enfermer medic dar ningun tip explic enfermer pinch insulin guant via tapon dar lug merkel infeccion nosocomial       
PERSONAL,"cuando hacen la ecografía NO se distraigan hablando de sus hijos, tal vez puede cometer errores al hacer las anotaciones y al paciente le genera desxonfiança de si está haciendo la ecografía correctamente",6,33,204,hac ecograf distr habl hij tal vez pod comet error hac anot pacient gener desxonfianc si hac ecograf correct
PERSONAL,trato a lás personas por parte del portal las enfermeras de la planta 5,6,14,71,trat las person part portal enfermer plant  
PERSONAL,"el mejor del hospital y sus instalaciones, es el personal humano, gracias a ellos todo es + llevadera, cuidenlo Porque es el mejor recurs humano que Dispone este hospital",6,29,170,mejor hospital instal personal human graci llevader cuidenl mejor recurs human dispon hospital
PERSONAL,amabilidad del personal administrativo. Las personas de recepcion crean tiempo de Spero innecesario Porque mantienen conversaciones personales Mientras el paciente esta esperando sunturno,6,23,187,amabil personal administr person recepcion cre tiemp sper innecesari manten convers personal mientr pacient esper sunturn
PERSONAL,el medico lega tarde y nadie avisa y Tampoco dan explicaciones,6,11,62,medic leg tard nadi avis tampoc dar explic
PERSONAL,trato manifiestamente mejorable en consulta 26 de traumatología,6,8,63,trat manifiest mejor consult    traumatolog
PERSONAL,"el personal de recepción tanto telefónicamente como presencialmente, creo q deberían ser más amables y educados. debe empatizar mes con los pacientes no venimos pq nos guste. gracias",6,28,182,personal recepcion telefon presencial cre q deb ser amabl educ deb empatiz mes pacient ven pq gust graci
PERSONAL,fatal,6,1,5,fatal
PERSONAL,más financiación y menos precarización del personal y el servicio.,6,10,66,financi men precariz personal servici
PERSONAL,fatal,6,1,5,fatal
PERSONAL,"son VDS Unos impresentables y representantes de la mafia médica imcumplidora del juramento hipocrático del mundo, son la verguenza de la medicina europea, espero el peor para VDS miedo parte del portal vida",6,33,206,vds impresent represent mafi medic imcumplidor jurament hipocrat mund verguenz medicin europe esper peor vds mied part portal vid
PERSONAL,en casi todo el trato al familiar departe del medico y director,6,12,63,casi trat famili depart medic director
PERSONAL,los Enfermeros uno medicos no deberian de realizae sobre compras personales en horario de trabajo,6,15,97,enfermer medic deberi realiza compr personal horari trabaj
PERSONAL,el trato las formas de dirigirse Respeto ante todo hay que tener,6,12,64,trat form dirig respet ten
PERSONAL,mes personal,6,2,12,mes personal
PERSONAL,"en todo y todos, pero la parte de dirección, directivos tambien Fuera quien no vale por favor no jueguen con la salud de los demas gracias",6,26,138,part direccion direct tambi val favor jug salud dem graci
PERSONAL,mes personal,6,2,12,mes personal
PERSONAL,"Tienen Demasiado descontrol, en año y poco esto ha cambiada a peor",6,12,66,demasi descontrol ano cambi peor
PERSONAL,falta coordinación entre cirujano y fisios y es algo fundamental.,6,10,65,falt coordin cirujan fisi fundamental
PERSONAL,"y am not Satisfied with my delvery dr. it Ason 20 sep 2019, 10 pm.",6,15,66,am not satisfi with my delvery dr it ason    sep         pm
PERSONAL,mala atencion,6,2,13,mal atencion
PERSONAL,mayor claridad en las indiciaciones miedo parte del portal los profesionales,6,11,76,mayor clarid indici mied part portal profesional
PERSONAL,"organización de las salas, mejorar personal de forma cuantitativa",6,9,65,organiz sal mejor personal form cuantit
PERSONAL,explicar mejor lo que vais hacer....en cristiano como suelen decir,6,10,66,explic mejor ir hac cristian sol dec
PERSONAL,al atender al paciente Tanto anestecia como personal de infarmacion deberian tener un poco de tacto no soy tonta solamente estaba nerviosa,6,22,138,atend pacient anesteci personal infarmacion deberi ten tact tont sol nervios
PERSONAL,dan mejores explicaciones de acuerdo al nivel comprensivo del paciente,6,10,70,dar mejor explic acord nivel comprens pacient
PERSONAL,en advertir de las posibles consecuencias de nuestras decisiones,6,9,64,advert posibl consecuent decision
PERSONAL,más facilidad para expedir y positividad en las personas del Servicio,6,11,69,facil exped posit person servici
PERSONAL,mejorarsecretariat Debe contrario Tofo iguala porfavore estamos iguala,6,8,70,mejorarsecretariat deb contrari tof igual porfavor igual
PERSONAL,mes personal,6,2,12,mes personal
PERSONAL,qtencio médico,6,2,14,qtenci medic
PERSONAL,pero personal,6,2,13,personal
PERSONAL,MEJOR DE guaedias jurado irespetuosos Hacia la gente y q el mando pero paa ya q el pico el pollo con toda la educación del mundo q de eso no entiendo,6,31,149,mejor guaedi jur irespetu haci gent q mand paa q pic poll educ mund q entend
PERSONAL,amabilidad y que quie Trabajar de verdad y no pasar el tiempo,6,12,61,amabil qui trabaj verd pas tiemp
PERSONAL,"no escatimar en pruebas para descartar lesiones o patologías, mejor atención médica y Reducir el tiempo de espera de los reultados, engeneral deberian mejor en todo. No nos vamos satisfechos.No recomendable",6,31,206,escatim prueb descart lesion patolog mejor atencion medic reduc tiemp esper reult engeneral deberi mejor ir satisfechos n recomend
PERSONAL,pero personal para cada una de las unidades y apollo a los chicos,6,13,65,personal cad unid apoll chic
PERSONAL,Que cuan tienes fiebre y at encuentres mol mal la productora al ducto diez guardavngui en casa y que no ad diga no mulesti y vaya a la cabeza como man hecho a mí,6,34,161,cuan fiebr at encontr mol mal productor duct diez guardavngui cas ad dec mulesti ir cabez man hac
PERSONAL,trato,6,1,5,trat
PERSONAL,trato,6,1,5,trat
PERSONAL,trato,6,1,5,trat
PERSONAL,cambiar todo el personal Porque Dentro de urgencia están todos de cháchara Mientras hay gente retorciendose del dolor en sala de espera gracias,6,23,143,cambi personal dentr urgenci chach mientr gent retorc dolor sal esper graci
PERSONAL,pero especialistas que Trabajo miedo vocación y no demandan a los pacientes en casa sin ningun diagnostico clro y con una receta de unsimple ibuprofeno,6,25,151,especial trabaj mied vocacion demand pacient cas ningun diagnostic clro recet unsimpl ibuprofen
PERSONAL,actitud,6,1,7,actitud
PERSONAL,atencion,6,1,8,atencion
PERSONAL,pero personal,6,2,13,personal
PERSONAL,ampliando la plantilla. o bien cubriendo las horas de paking,6,10,60,ampli plantill bien cubr hor paking
PERSONAL,pero personal!,6,2,14,personal
PERSONAL,como mínimo una buena atención del médico o enfermera de la puerta 4,6,13,68,minim buen atencion medic enfermer puert  
PERSONAL,la doctora Mariona Rius Dorca me atendio amablemente y con Mucha profesionalidad. excelnte valoraion para ella y las doctoras q aparecieron por con ella,6,24,152,doctor marion rius dorc atendi amabl profesional excelnt valoraion doctor q aparec
PERSONAL,Mejora la atencion al publico y Hagan mas eficaz las visitas,6,11,60,mejor atencion public hac mas eficaz visit
PERSONAL,"atencion dentista, no demorar Pruebas para determinar cosas.",6,8,60,atencion dentist demor prueb determin cos
PERSONAL,"trato mas personalizado dar tiempo, nocomo adenade montaje",6,8,58,trat mas personaliz dar tiemp nocom adenad montaj
PERSONAL,es la 1 vez que vengo y una chica rubia me ha Tratado mal,6,14,57,  vez ven chic rubi trat mal
PERSONAL,lo mas Importante el equipo humano imposible mejor !!!!!,6,9,56,mas import equip human impos mejor
PERSONAL,Disculpe pero que cambie el personal que da mal trato para con sobre usuarios y que vea a un organo competente el cual puedo dar buen trato para con sobre pacientes que vienen y acuden a super nosocomio miedo quejas y dolencias en sí y que Haya una inspección Frecuente para cono sobre profesionales entre ()? no tienes un ente drivers y fiscalizador competente.,6,64,362,disculp cambi personal dar mal trat usuari ver organ competent pod dar buen trat pacient ven acud sup nosocomi mied quej dolenci inspeccion frecuent con profesional ente driv fiscaliz competent
PERSONAL,"en las esplicaciones en las explicaciones del médico al paciene, en el tiempo de espera en el tiempo de espera para ser visitadas, yo esperamos 1hora en las explicaciones que el médico da al paciente, creo que no dan explicaciones, Porque piensan que el paciente no Entiende, se limitan a Decir si está bien o mal",6,56,313,esplic explic medic pacien tiemp esper tiemp esper ser visit esper  hor explic medic dar pacient cre dar explic pens pacient entend limit dec si bien mal
PERSONAL,Excelente equipo de profesionales con gran calidad humana,6,8,57,excelent equip profesional gran calid human
PERSONAL,sorprendido por la rápidez y claridad y las instalsciones,6,9,57,sorprend rapidez clarid instalscion
PERSONAL,mes tacto humano,6,3,16,mes tact human
PERSONAL,mete a más gente,6,4,16,met gent
PERSONAL,Mejor equipo de radiología q se han equivocado dos veces,6,10,56,mejor equip radiolog q equivoc do vez
PERSONAL,al legar en admision no habia nadie durant diez minutos,6,10,55,leg admision habi nadi durant diez minut
PERSONAL,"pero personal medico anestesista, psiquiatra reumatología y traumatología en equipo al tratar al paciente y Enfermeros. mejores instalaciones, Comodidad para el paciente durant el Tratamiento y con mas sentido de privacidad durant el Tratamiento y en consulta médica, se escucha todo lo que habla médico-paciente.",6,45,313,personal medic anestes psiquiatr reumatolog traumatolog equip trat pacient enfermer mejor instal comod pacient durant tratamient mas privac durant tratamient consult medic escuch habl medico pacient
PERSONAL,"Debido a mi eperència con el clínico lo que si creo que el personal sanitario debería mejorar el trace con el cliente, somos personas no objetos. Y cuando nos detectan alguien esnla nuestro primera vez y entiendes que el personal está más acostumbrado esto pero el paciente no. Un poco mas de empatía. muchas gracias",6,55,316,deb eperenci clinic si cre personal sanitari deb mejor traz client person objet detect algui esnla primer vez entend personal acostumbr pacient mas empat graci
PERSONAL,"La persona que me ha dado a las 8:00 de la mañana (25 de julio) ha sido muy poco cosiderada y un tanto desagradable. No creo que tenga que ser una persona que trate con pacientes. En cuanto al servicio sanitario, quisiera felicitar a la persona que me ha tratado (prueba del aliento), éste debería ser el ejemplo a seguir.",6,60,322,person dar      manan juli ser cosider desagrad cre ser person trat pacient cuant servici sanitari quer felicit person trat alent deb ser ejempl segu
PERSONAL,ser mas amables,6,3,15,ser mas amabl
PERSONAL,Que el personal administratvo tra a los pacientes mejor,6,9,55,personal administratv tra pacient mejor
PERSONAL,por favor q se fijen me lo q hacen y no se equivocan tanto.,6,14,59,favor q fij q hac equivoc
PERSONAL,no Hacen super trabajo al% 100. Por Ejemplo yo tengo brakets y tengo que cambiarme las gomas mensuslmente. El problema que tengo es que ultimamente no me los ponen bien. Las digo que quiero unas de un color y me ponen de Otro. Encima el hierro que tengo ya se Demasiado corto y no me lo cambian por lo que tengo Unos diente sin atar con el metal. La verdad es que para eso no pago Tanto,6,77,386,hac sup trabaj al      ejempl brakets cambi gom mensusl problem ultim pon bien dec quer color pon encim herr demasi cort cambi dent atar metal verd pag
PERSONAL,cambia personal,6,2,15,cambi personal
